iter	MultiClass
0	2.217299107
1	1.94009445
2	1.718560334
3	1.547953906
4	1.410495396
5	1.283388863
6	1.17777318
7	1.080317577
8	0.9940408322
9	0.92436685
10	0.8598241938
11	0.8002441524
12	0.7464755675
13	0.7036452978
14	0.6612638512
15	0.6275634793
16	0.5933341809
17	0.5623684875
18	0.5319105763
19	0.5022426767
20	0.4784131019
21	0.455304457
22	0.4332665472
23	0.4149467891
24	0.3961017286
25	0.3816421286
26	0.3636830187
27	0.3472735844
28	0.335797664
29	0.3224596052
30	0.3111319084
31	0.3006635555
32	0.2900273955
33	0.2810447076
34	0.2715136404
35	0.2612321761
36	0.2542098176
37	0.2463217925
38	0.243222726
39	0.2356727199
40	0.2293305947
41	0.2222093535
42	0.2157920694
43	0.2096630931
44	0.204948177
45	0.1984697608
46	0.1928586908
47	0.1873440025
48	0.1830230461
49	0.1782156435
50	0.1739948863
51	0.1694587618
52	0.1661755276
53	0.1621872969
54	0.1587396963
55	0.1561474283
56	0.1524058291
57	0.1495301096
58	0.1465343067
59	0.14370819
60	0.1412055628
61	0.1382693185
62	0.1365576291
63	0.133466743
64	0.1307761677
65	0.1280737995
66	0.1261651865
67	0.124082187
68	0.1215174654
69	0.1193860229
70	0.1179015815
71	0.1154616203
72	0.1132633835
73	0.1115350529
74	0.1106600686
75	0.1092207234
76	0.1072577133
77	0.1060315909
78	0.1040672693
79	0.1022142105
80	0.1007087374
81	0.09900851387
82	0.09772401699
83	0.09640935954
84	0.0949850648
85	0.09379597692
86	0.09262670669
87	0.09094770899
88	0.08990080823
89	0.08838127302
90	0.08696688324
91	0.08572595065
92	0.0843213037
93	0.08330047769
94	0.08248537839
95	0.08159144892
96	0.08053823724
97	0.07955591575
98	0.07850373465
99	0.0777804255
100	0.07672611588
101	0.07561384021
102	0.07501229517
103	0.07430945561
104	0.07306934271
105	0.07245642388
106	0.07174263192
107	0.07125142332
108	0.07043641553
109	0.06951438871
110	0.06867263019
111	0.06808543203
112	0.06729151145
113	0.06640213637
114	0.06587942603
115	0.06544583507
116	0.06494095273
117	0.06459489187
118	0.06414921144
119	0.0633391818
120	0.06276345719
121	0.0622516238
122	0.06162644442
123	0.06077459679
124	0.06034406306
125	0.05974832649
126	0.0595206625
127	0.05916434388
128	0.05844331614
129	0.0576620009
130	0.05693650744
131	0.05649150539
132	0.05608755177
133	0.05569531736
134	0.0552830314
135	0.05492660376
136	0.05412599758
137	0.05364057132
138	0.05307695998
139	0.05247165564
140	0.05206232355
141	0.05168906486
142	0.05103474866
143	0.05061502292
144	0.05008549694
145	0.04970325724
146	0.04912214532
147	0.04886353847
148	0.04856162682
149	0.0483106501
150	0.04800555915
151	0.04772222065
152	0.04720967421
153	0.04683034027
154	0.04632625175
155	0.04605967777
156	0.04578145018
157	0.04546339893
158	0.04509212962
159	0.0448207959
160	0.0445738039
161	0.04396391136
162	0.0436686821
163	0.04341823061
164	0.04313804266
165	0.04267343878
166	0.04239115764
167	0.0420798099
168	0.04184765791
169	0.04162751613
170	0.04116342682
171	0.04069331268
172	0.04047471378
173	0.04026755184
174	0.04006744783
175	0.03986841484
176	0.03967375182
177	0.03938515946
178	0.03918400013
179	0.03890152175
180	0.03857000776
181	0.03829879301
182	0.03797786495
183	0.03778370755
184	0.03741009973
185	0.03722767225
186	0.03705697942
187	0.03688587191
188	0.03669526529
189	0.03652230905
190	0.03635784001
191	0.03615937177
192	0.03572305939
193	0.0355700404
194	0.03518769301
195	0.03503422952
196	0.03487676166
197	0.0344530631
198	0.03424294025
199	0.03406485043
200	0.03378835794
201	0.03362810908
202	0.03332313794
203	0.03318863553
204	0.03305459087
205	0.03294094666
206	0.03281752792
207	0.03268111879
208	0.0323814574
209	0.03207274261
210	0.03195551437
211	0.0318255483
212	0.03170248084
