iter	Passed	Remaining
603	983	644
604	985	643
605	986	641
606	988	640
607	990	638
608	991	636
609	993	635
610	994	632
611	995	631
612	997	629
613	999	628
614	1000	626
615	1002	625
616	1004	623
617	1006	622
618	1008	620
619	1009	618
620	1011	617
621	1012	615
622	1014	614
623	1016	612
624	1018	611
625	1020	609
626	1021	607
627	1023	606
628	1025	604
629	1026	602
630	1028	601
631	1029	599
632	1031	598
633	1033	596
634	1034	594
635	1036	593
636	1038	591
637	1039	590
638	1041	588
639	1043	586
640	1044	585
641	1046	583
642	1048	581
643	1049	580
644	1051	578
645	1053	577
646	1054	575
647	1056	573
648	1058	572
649	1059	570
650	1061	569
651	1063	567
652	1065	565
653	1066	564
654	1068	562
655	1070	561
656	1072	559
657	1073	558
658	1075	556
659	1077	554
660	1079	553
661	1080	551
662	1082	550
663	1084	548
664	1085	547
665	1087	545
666	1089	543
667	1091	542
668	1092	540
669	1094	539
670	1096	537
671	1098	535
672	1099	534
673	1101	532
674	1102	531
675	1104	529
676	1106	527
677	1107	526
678	1109	524
679	1111	522
680	1112	521
681	1114	519
682	1116	517
683	1117	516
684	1119	514
685	1120	513
686	1122	511
687	1124	509
688	1125	508
689	1127	506
690	1129	504
691	1130	503
692	1132	501
693	1134	500
694	1135	498
695	1137	496
696	1139	495
697	1140	493
698	1142	491
699	1144	490
700	1145	488
701	1147	486
702	1148	485
703	1150	483
704	1152	482
705	1153	480
706	1155	478
707	1157	477
708	1158	475
709	1160	474
710	1162	472
711	1163	470
712	1165	469
713	1166	467
714	1168	465
715	1170	464
716	1171	462
717	1173	460
718	1175	459
719	1176	457
720	1178	456
721	1180	454
722	1182	452
723	1183	451
724	1185	449
725	1187	448
726	1188	446
727	1190	444
728	1192	443
729	1193	441
730	1195	439
731	1197	438
732	1199	436
733	1200	435
734	1202	433
735	1204	431
736	1205	430
737	1207	428
738	1209	427
739	1210	425
740	1212	423
741	1214	422
742	1216	420
743	1217	418
744	1219	417
745	1221	415
746	1222	414
747	1226	413
748	1228	411
749	1230	410
750	1231	408
751	1233	406
752	1235	405
753	1236	403
754	1238	401
755	1239	400
756	1241	398
757	1243	396
758	1244	395
759	1246	393
760	1248	392
761	1249	390
762	1251	388
763	1253	387
764	1255	385
765	1256	383
766	1258	382
767	1260	380
768	1261	378
769	1263	377
770	1264	375
771	1266	374
772	1268	372
773	1270	370
774	1271	369
775	1273	367
776	1275	365
777	1276	364
778	1278	362
779	1280	361
780	1281	359
781	1283	357
782	1285	356
783	1286	354
784	1288	352
785	1290	351
786	1291	349
787	1293	348
788	1295	346
789	1297	344
790	1299	343
791	1300	341
792	1302	339
793	1304	338
794	1305	336
795	1307	335
796	1308	333
797	1310	331
798	1312	330
799	1313	328
800	1315	326
801	1317	325
802	1318	323
803	1320	321
804	1322	320
805	1323	318
806	1325	316
807	1326	315
808	1328	313
809	1330	312
810	1331	310
811	1333	308
812	1335	307
813	1336	305
814	1338	303
815	1340	302
816	1341	300
817	1343	298
818	1345	297
819	1347	295
820	1349	294
821	1350	292
822	1352	290
823	1354	289
824	1355	287
825	1358	286
826	1359	284
827	1361	282
828	1363	281
829	1365	279
830	1367	278
831	1370	276
832	1372	275
833	1374	273
834	1375	271
835	1377	270
836	1379	268
837	1380	266
838	1382	265
839	1384	263
840	1386	262
841	1387	260
842	1389	258
843	1390	257
844	1392	255
845	1395	253
846	1396	252
847	1398	250
848	1399	248
849	1401	247
850	1403	245
851	1405	244
852	1406	242
853	1408	240
854	1410	239
855	1411	237
856	1413	235
857	1414	234
858	1415	232
859	1417	230
860	1419	229
861	1420	227
862	1422	225
863	1424	224
864	1425	222
865	1427	220
866	1429	219
867	1430	217
868	1432	215
869	1434	214
870	1435	212
871	1437	210
872	1439	209
873	1440	207
874	1442	206
875	1443	204
876	1445	202
877	1447	201
878	1448	199
879	1449	197
880	1450	195
881	1452	194
882	1454	192
883	1455	191
884	1457	189
885	1459	187
886	1460	186
887	1462	184
888	1464	182
889	1465	181
890	1467	179
891	1469	177
892	1470	176
893	1472	174
894	1474	172
895	1475	171
896	1477	169
897	1478	167
898	1480	166
899	1482	164
900	1483	163
901	1485	161
902	1487	159
903	1488	158
904	1490	156
905	1492	154
906	1493	153
907	1495	151
908	1497	149
909	1498	148
910	1499	146
911	1501	144
912	1503	143
913	1504	141
914	1506	139
915	1507	138
916	1509	136
917	1511	134
918	1512	133
919	1514	131
920	1515	130
921	1517	128
922	1519	126
923	1520	125
924	1522	123
925	1523	121
926	1525	120
927	1526	118
928	1528	116
929	1530	115
930	1531	113
931	1533	111
932	1535	110
933	1536	108
934	1538	106
935	1539	105
936	1541	103
937	1543	102
938	1545	100
939	1546	98
940	1549	97
941	1550	95
942	1562	94
943	1564	92
944	1565	91
945	1567	89
946	1569	87
947	1571	86
948	1572	84
949	1574	82
950	1575	81
951	1577	79
952	1579	77
953	1580	76
954	1582	74
955	1584	72
956	1585	71
957	1587	69
958	1589	67
959	1591	66
960	1592	64
961	1594	62
962	1596	61
963	1597	59
964	1599	58
965	1601	56
966	1602	54
967	1604	53
968	1606	51
969	1607	49
970	1609	48
971	1610	46
972	1611	44
973	1612	43
974	1613	41
975	1615	39
976	1616	38
977	1618	36
978	1619	34
979	1621	33
980	1623	31
981	1624	29
982	1626	28
983	1628	26
984	1629	24
985	1631	23
986	1633	21
987	1634	19
988	1636	18
989	1637	16
990	1639	14
991	1641	13
992	1642	11
993	1644	9
994	1645	8
995	1647	6
996	1649	4
997	1649	3
998	1651	1
999	1653	0
