iter	MultiClass
0	1.594638662
1	1.436884055
2	1.292767391
3	1.178973844
4	1.086177714
5	1.00719064
6	0.9218924003
7	0.8514828889
8	0.7906160281
9	0.7355173225
10	0.6890125309
11	0.6470200047
12	0.6044149532
13	0.5661811882
14	0.5331559604
15	0.5026273572
16	0.4756903379
17	0.4482057036
18	0.4252108039
19	0.4027884728
20	0.3823824677
21	0.3629827008
22	0.3451269397
23	0.3268765884
24	0.3113782501
25	0.2973046013
26	0.28358655
27	0.2738038468
28	0.262220912
29	0.2522365398
30	0.2419962946
31	0.233266796
32	0.2249215855
33	0.2178854318
34	0.210656438
35	0.2035681159
36	0.19586535
37	0.1893255562
38	0.1829705195
39	0.1777998834
40	0.1714916648
41	0.1649292339
42	0.1602402953
43	0.1563779312
44	0.1515673689
45	0.147709156
46	0.143674807
47	0.1403876209
48	0.1361240599
49	0.1328103847
50	0.1302764177
51	0.127002588
52	0.1241194493
53	0.121525863
54	0.1190996462
55	0.1161996468
56	0.1135621323
57	0.1108789745
58	0.1080047134
59	0.104893384
60	0.10273618
61	0.1003758732
62	0.09918844638
63	0.09756245913
64	0.09523071171
65	0.09382205038
66	0.09257867541
67	0.09141810255
68	0.08910803106
69	0.08730315595
70	0.08554716233
71	0.08369962965
72	0.08191845576
73	0.08069116921
74	0.07908224418
75	0.07799633459
76	0.07726251534
77	0.07585856901
78	0.0743831611
79	0.0730769764
80	0.0716221177
81	0.07021715537
82	0.06931868884
83	0.06800913283
84	0.06700040502
85	0.06606015682
86	0.06512242793
87	0.06423899589
88	0.06326240116
89	0.06267558755
90	0.06169029623
91	0.06139265837
92	0.06055989802
93	0.05977668127
94	0.0590435327
95	0.05829491896
96	0.05731452666
97	0.05667444759
98	0.05636528534
99	0.0552951416
100	0.05453939801
101	0.0536407319
102	0.0527901209
103	0.05225689001
104	0.05177577987
105	0.05124876546
106	0.05077612994
107	0.05023451217
108	0.04970590101
109	0.04894738848
110	0.048457292
111	0.04799584122
112	0.04753966245
113	0.04713912946
114	0.04670220027
115	0.04628825956
116	0.04589502539
117	0.04552166979
118	0.0451474513
119	0.04473299113
120	0.04437462711
121	0.04363155842
122	0.04320038165
123	0.04286839561
124	0.04238657665
125	0.04199533507
126	0.04161677987
127	0.04127121281
128	0.04093305344
129	0.0405919536
130	0.03994136217
131	0.03963740584
132	0.03914078939
133	0.03852784842
134	0.0380445653
135	0.0375532516
136	0.03723612074
137	0.03677622014
138	0.03644259968
139	0.03618038522
140	0.03573126898
141	0.03544438063
142	0.03511739381
143	0.03486857124
144	0.03462778022
145	0.03440321523
146	0.03418203146
147	0.03396706615
148	0.03374090778
149	0.03351928915
150	0.03329525161
151	0.03289938126
152	0.03268730392
153	0.03247059035
154	0.03228853827
155	0.03209323092
156	0.03190054072
157	0.03173311294
